"id","artist","song","lyrics"
113573,"eighteen-visions","i let go","Could you, maybe, stop this from happening?
I know it hurts but you don't have to walk away
I don't know why, I want to stop myself from feeling low
I don't know why, lies know my name and lies I show
I don't know why, I want to stop myself from feeling low
I don't know why, I don't know why I even try
I can't be that way when my life looks this gray so I let go
I let go
I don't know why, I want to stop myself from feeling low
I don't know why, lies know my name and lies I show
I don't know why, I want to stop myself from feeling low
I don't know why, I don't know why I even try
I can't be that way when my life looks this gray so I let go
I let go
I can't be that way when my life looks this gray so I let go
I let go
I've got to leave it alone this time or wallow in my mind
I've got to leave it alone this time or wallow in my mind
I've got to leave it alone, I've got to leave it alone
I've got to leave it alone, I've got to leave it alone
I can't be that way when my life looks this gray so I let go
I let go
I don't understand why clouds sit on my head, it looks like rain
I feel shame
I can't be that way when my life looks this gray so I let go
I let go
I don't understand why clouds sit on my head, it looks like rain
I feel shame
I can't be that way when my life looks this gray so I let go
I let go
I don't understand why clouds sit on my head, it looks like rain"
103101,"dry-branch-fire-squad","while roving on last winter s night",""
330740,"chimaira","dead inside demo version","I felt so alone
You left feeling so empty and needing
Can't see the glitter in you
You called me all the time
Hiding behind your lies materialistic
Go away
You don't know what it's like to be dead inside
You called him a friend to help you get through it
I see your true face now
Well my tears are gone, I am happy now
Thanks for making it clear
Go away
You don't know what it's like to be dead inside(Repeat 2times)
I am dead to you
You take my heart and used it as a tool
I wish that this would just go away
You can't find love you can't cry tears
(Low Growl)
You won't be crying alone
Dead Inside (repeat 7 times)
Who are you today, another face erased
(Low Growl)
Dead Inside(Deep Growl)
You don't know what its like to be Dead Inside
You don't know what its like to be Dead Inside
Who are you
Your dead inside
Dead inside!
Your Dead Inside"
57142,"daryle-singletary","if i ever get her back",""
168886,"between-the-buried-and-me","autumn",""
295392,"bryan-white","the stayin","She's got butterflies, you've got 'em too
You look into her eyes and it's quite a view
You see forever all mapped out
I hope you know what you're talking about
It ain't the falling in love that pulls you through
When the times get tough what you gonna do
To make it last day out and day in
It ain't the falling in love it's the stayin'
You call each others' faults endearing traits
Until the day they all start to irritate
When the new is getting gone
That's when you learn how to keep hangin on
Through the ins and outs
Through the waves of doubt
That's what love's about"
131200,"brad-paisley","what a friend we have in jesus","What a friend we have in Jesus
All our sins and griefs to bear!
What a privilege to carry
Everything to God in prayer!
O what peace we often forfeit
O what needless pain we bear
All because we do not carry
Everything to God in prayer
Have we trials and temptations?
Is there trouble anywhere?
We should never be discouraged
Take it to the Lord in prayer
Can we find a friend so faithful
Who will all our sorrows share?
Jesus knows our every weakness
Take it to the Lord in prayer"
156671,"bad-religion","the unknown","Bad Religion - The Unknown
Every day we profit so,
Leaning towards the great unknown, asking how it pertains to tomorrow.
And for places we've not been,
Compare grass and go between, yesterday's foundation and tomorrow's.
It's the way you say it's gotta be,
your spirit had a forge on destiny,
Who do they represent? Who do you believe?
Make a sign of seven mothers to eat.
Trying to set a faster pace,
Trying to build a master race, one day we'll make a contribution to tomorrow.
It's the way you say it's gotta be
We'll plot a sign of his and make history
The clothes are in the dryer,
The writings on the wall,
Doing everything we can to stop this fall."
255216,"boy-hits-car","love core welcome to","Oh oh oh oh-ho
All my life I never wanted to cause pain
To anyone's heart but these words are in vain
She's grown as angry as a furious night sky
So gather children and prepare me for the sacrifice
A soul is full of hate requires retribution
What happened to the flash evolution?
See me standing naked in a pool of my blood
Prepare yourselves as the tears gather for the flood
But don't you wonder if I love her
Don't you wonder if I love her
Don't you ever think didn't care
Oh, welcome to lovecore
Now my friend I decide to travel through my mind
Guilty killed so are you ready to die?
We are forever walking here so what we despise
Now I feel like the fucker, who ruined thru life
Feels like the care is resting in a real love
Well, sometimes you can't defy the ocean
Sometimes it seems like the little this is full of loss
Gather children come and carry me to the cross
Don't you wonder if I love her?
Don't you ever think I care?
Don't you wonder if I love her?
Don't you ever think didn't care?
Oh welcome to lovecore
Don't you wonder if I love her?
Don't you ever think didn't care
Oh welcome to lovecore
Another salt in her hand
When she peels off my skin
Oh welcome to lovecore
All my life I never wanted to cause pain
Anyone's heart but these words are in vain
She's grown as angry as a furious night sky
So gather children and prepare me for the sacrifice
A soul is full of hate requires retribution
What happened to the flash evolution?
See me standing naked in a pool of my blood
Prepare yourselves as the tears gather for the flood
And don't you wonder if I love her
Don't you ever think didn't care
Oh welcome to lovecore
Don't you wonder if I love her
Don't you ever think didn't care
Oh, welcome to
Lovecore
Lovecore
Lovecore
Lovecore"
17042,"gone-is-gone","pawns",""
27719,"edguy","ministry of saints","When the lights go down you feel it come alive
Driven by the dread of love that never passes by
When the night unfolds a veil across the day
Waiting for the flood to come to wash the stains away
Look at the clouded sky
Poisoned rain, angels cry
Cracks show in the seal
Tonight a thousand angels fall
Heaven's up against the world
Changes holding sway
We can make you anyone
By the morning we'll be gone
The ministry of saints
You're afraid to disappear beneath the waves
Bread and circus, bread and wine
They rain on your parade
Round and round and round
You're spinning like a wheel
Crying for redemption you break the seventh seal
We're cleansing your soul from sin
Plead for you, angels sing
We're taking pride of place
Tonight a thousand angels fall
Heaven's up against the world
And change is holding sway
We can make you anyone
By the morning we'll be gone
The ministry of saints
Tonight a thousand angels fall
Heaven's up against the world
And change is holding sway
We can make you anyone
By the morning we'll be gone
The ministry of saints"
282446,"gallon-drunk","on ward 10",""
312339,"august-burns-red","leveler","You have become a malicious liar that breathes for attention. playing charades, wearing the head of a lamb. My days consumed by nights of you. Howling at the moon as if you were wounded but no, you're the one showing teeth, ready to feast on newborn beginnings as you cry wolf. We know, 8,064 hours of conspiracy. 200 months which brings me 17 years of lies and betrayal. The truth, Never seen. Never told. Never known. You'll never tell the truth. All I want is the truth. Queen of hearts, but you are the deceiver with a lying tongue and matching lips. My heart thirsts for vengeance but my father has taught me forgiveness. If I had not decided to follow Him, I'd devour you like a lion, leaving your bones out to dry. I'd put you through the same hell you put me through, pouring out conspiracies and lies, but this world will remember me for all that I've done and all that I'll be. The victim in me is dead. I am reborn. So even though you call me self-righteous and call my beloved treacherous, there is one thing to take away. Leveler, make level the road for the righteous. i forgive you, queen of hearts, for through me, He will show you true love."
94891,"agoraphobic-nosebleed","human enhancement","The child went on to talk
About pooh, pooh and pee, pee in the mouth"
276972,"anthrax","imitation of life","There's nothing I hate more, than all these plastic people
With all their plastic promises, and all there plastic deals
They just can't be themselves, and live their own lives out
They're just an imitation of what life's all about
""Because of me you are who you are
So sign your name and you'll go for
I'm your friend, I think you should
So sign your name, it's for your own good""
How many times have you heard this today???
Some bogus piss-on saying ""let's do lunch babe""
For them this bullshit, that's their whole life
Cut through their bullshit with a knife
Imitation of life
Oh, oh, oh
Anger burns
Whatever happened to the guy I knew
A media creation, a monster grew
Our story had an unhappy end
But this could change, I still call him friend
""Take my advice, and listen to me
A great opportunity, can't you see
I only want what's best for you
The deal of a lifetime, what more can I do""
How many times have you heard this today?
Some stupid sucker says ""it's great, we love ya babe""
For them this bullshit, it's their whole life
Cut through their bullshit with a knife
Imitation of life
Oh, oh, oh
Anger burns
Bands dress like women with hairspray and lace
I'd pass an image law, stick it in your face!
Let's see how long they keep dressing this way
Wearing this image twenty four hours a day!
Did you ever think for yourself??
Just once, did you ever think??
That's all I want to know
Imitation of life, living out a lie
You'll never be right, imitation of life
Why are you here??, you're taking up my space
The new imperfect race, imitation of life
Oh, oh, oh
Anger burns
Whatever happened to the guy I knew
A media creation, a monster grew
Our story had a unhappy end
But this could change, I still call him friend
There's nothing I hate more
Than all these plastic people
With all their plastic promises
And all their plastic deals
They just can't be themselves
And live their own lives out
They're just an imitation
Of what life's all about
Imitation of life!"
37483,"fatal","m o b","Verse one
I'm livin' in hell, where all these niggaz
Got stories to tell, I be blasin't on these bitch niggaz
Servin' well, and the company I keep, be the scum of the earth
Body tated, hair matted, sellin' key's if you fuck wit these
Law breakin' niggaz scream, fuck the police
We gonna ball fo, the lil nigga shit
What the fuck you figure?
Timbaland boots, forty-fives wit nicket plates
Findin' niggaz dead, bring'em home and I can't wait
If niggaz is real, then they ain't scared to split 'em
All that job-ownin' shit, fuck you,i ain't wit'em
'cause, when I say jump, niggaz say
How high? or I stabb you in ya fuckin' eye
Now let's get busy nigga
Chorus
Yall niggaz, wanna ride tonight?
How many niggaz, in the house feel live tonight?
We get money over bitches, 'cause we ain't scared to die
Live and die by the code, theres on reason why (2x)
Verse two [fatal]
Keep it comin', these niggaz get done in
On any run in, I smrik and jerk, on any trigga
Puttin' in work, then past it off, to my little man
Like he blast it off, beyond that, ?
Criminile, genarile, wit ruff forty five cap
Endin' ya whole stat, I'm the master of this fuckin'(fuck y'all)shit
So I'm a be buckin' shit, ya don't know who you fuckin' wit
Yall spaced out duckin' quick, the number one parolly
Slap shots like a goalie, the forty glock like steel totin'
Up shorty rocks, gettin' money wit the forty cop
Chorus (2x)
Verse three
Some niggaz, kinda of coke
Scared to bust, and I be lookin' through ya ass like you
Plexey glass, so I send my pretty bitch
Swingin' tits and ass, preal hander on her burner so she
Blastin' fast, alot of niggaz know my rep,
But it don't mean shit, til you witness to yourself
How live it get, and I never let no rhymin' ass bitch
Share a mic wit me, until I see her versatility
You get the fuckin' picture, I swear by everythin' spit in my rhymes
It's only hollow points I spit out my nine
Drillin' niggaz on the block, when I'm passin' through
I bust six, in the air nigga, just for you
And if I ever get caught sleepin', which I ever doubt would happen
I'd be the last nigga rappin', I'll keep my fuckin' guns clappin'
Whatever though, fake ass niggas will never know
Smellin' they own shit, when I rip the berrta slow
The nine milly, the fake thuggs niggaz thats gettin' silly
Blowin'em and showin'em, 'cause my dogs don't know'em
I don't give a fuck, how small big and tall
Come get me, and I talk on how square y'all are
Attack adicts, spray mattics, wit liquid
And the toughest on ya squad, can't ride wit bizniss
I don't know what these niggaz, be thinkin' when they see me
Niggaz call me whodni, blast and poof like a genie
I stack whack rappers, and stick'em like cornerbacks
Yall niggaz is jumpin' jackz, and bluffin' on wax
Thinkin' you can clown me, me and my little town we
We lost niggaz, fo life, out here they can't drown me
I'll be buried alive, the mic will dig me back up
To tall for lust, I bend these bitches when I fuck
Chorus (2x)
Muthafuckin' m.o.b you ain't seen shit yet, what"
176185,"cowboy-junkies","state trooper","New Jersey turnpike
Riding on a wet night
'Neath the refinery's glow
Down where the great black river flow
Licence, registration:
I ain't got none
But I got a clear conscience
'Bout the things that I done
Mister State Trooper
Please don't stop me
Please don't stop me
Please don't stop me
Maybe you got a kid
Maybe you got a pretty wife
The only thing that I got's
Been bugging me my whole life
Mister State Trooper
Please don't stop me
Please don't stop me
Please don't ya stop me
Well, in the wee wee hours
Your mind gets hazy
Radio relay towers
Gonna lead me to my baby
Radio's jammed up
With talk show stations
It's just talk, talk, talk, talk
'Til you lose your patience
Mister State Trooper
Please don't stop me
Please don't stop me
Please don't ya stop me
Hey, somebody out there
Listen to my last prayer,
Heigh-ho Silver oh,
Deliver me from nowhere"
252315,"fred-eaglesmith","cemetary road",""
238747,"blood-sweat-tears","somebody i trusted","(Moore)
Why should I worry when I know you're in love with me
Why should I care when there's joy everywhere
How can't I see the magic of the light
When somebody I trusted, somebody I knew quite well
Somebody I loved, reached up and turned out the light
Turn my day into night - put out the light
Why should I hurry, when I know you're right behind me
It just ain't fair when there's love everywhere
How can I see the beauty of the light
When somebody I trusted, somebody I knew quite well
Somebody I loved, reached up and turned out the light
Turn my day into night - put out the light
Put out the light
I got this little melody
I think it's bringing the blues right down on me
Sometimes I hear a symphony
That's what I hear when someone gets the best of me
And I got this little melody
I think it's bringing the blues right down on me
Sometimes I hear a symphony
That's what I hear when someone's gettting the best of me
Somebody I trusted, somebody I knew quite well
Somebody I loved, reached up and turned out the light
Somebody I trusted, somebody I knew quite well
Somebody I trusted, must have been somebody I knew quite well"
287568,"glenn-jones","in durance vile",""
341056,"faron-young","you are my sunshine","The other night dear as I laid sleeping I dreamed I held you in my arms
When I awoke dear I was mistaken and I hung my head and cry
You are my sunshine my only sunshine you make me happy when skies're grey
You'll never know dear how much I love you please don't take my sunshine away
[ steel ]
You told me once dear you really loved me and no one else could come between
But now you've left me and you love another you have shatered all my dreams
You are my sunshine..."
136079,"ambrosia","cowboy star","Of man's progress I don't give a hoot
And man's estrangements of nature's arrangements
Has given cause for my heartbreak to boot
The simple life, though filled with strife
And struggle with the land
Still remained its simple self
And that I understand
So city smog and dog eat dog
For some may hold sublime
Well as for me if I had my way
I'd had lived some other time
Praise the prairie
And pass the cake
I'd like to eat it too
But being born now was my mistake
I've passed the buckaroo
I'd say
You're right
No chance, why fight?
Why be a cowboy star?
(But) hump back Brahmas
Lovely cow mamas
Saw dust floor saloons
Dance hall queens romanced in my dreams
So why pop my balloon?
No chance
Why fight?
Still in my own right
I'd be a cowboy star
Dreams of my life
Are so carried away
If just in my dreams
I could be for one day
Just for one day
Lost in my dreams
I'll be riding away
Like a cowboy star
Stage set: sundown
In my last showdown I'll be"
67031,"elvis-presley","help me","Lord, Help me walk
Another mile, just one more mile,
I'm tired of walkin' all alone.
Lord, Help me smile
Another smile, just one more smile,
I know I just can't make it on my own.
I never thought I needed help before,
I thought that I could do things by myself.
Now I know I just can't take it any more.
With a humble heart, on bended knee,
I'm beggin' You, please, Help Me.
Come down from Your golden
Throne to me, to lowly me,
I need to feel the touch of Your tender hand.
Remove the chains of darkness
And let me see, Lord let me see,
Just where I fit into your master plan.
I never thought I needed help before,
I thought that I could do things by myself.
Now I know I just can't take it any more.
With a humble heart, on bended knee,
I'm beggin' You, please, Help Me."
167810,"g-love-special-sauce","shy girl","See you walking down the street, I just want to talk to you. but you don't
Have too much to say, so I'll just be on my way. refrain: cause you're just too
Shy, (just too shy, shy girl)...just too shy, (just too shy, shy girl), aww
Babe, you're just too shy (just too shy, shy girl). sittin there all by
Youreself, talking to nobody (talking to nobody ) your head is bowed, your eyes
Look to the ground, I want to you know you baby. (refrain) see you laughin
With your friends, but they do all the talking. won't you come and walk with
Me awhile, I want to you know you better (refrain)"
326446,"charley-pride","she s still got a hold on you","So you're out there having fun and drinking with the guys
Trying to hide the hurt you feel inside
Someone plays the certain song and in spite of all you do she's still got a hold on you
She's still got a hold on you and many times her mem'ry still comes through
Now you say that you're set free but you'll know who's fooling who
Cause she's still got a hold on you
Now you say that you don't care as you have another round
You say you couldn't careless what happens to her now
Then you see a certain hairdo and it scares you through and through
'Cause she's still got a hold on you
She's still got a hold on you if you can't see it friend oh then you're a fool
Now if you happen to be me then you'll know who's fooling who
Cause she's still got a hold on you cause she's still got a hold on you"
167265,"believer","wisdom s call","How long, will you, simple ones, love your, simple ways
And continue to reject the calling of wisdom?
Fools mock, at making, amends, for sin
You fools detest turning from evil
Does not, wisdom, cry out, aloud, does not
Understanding raise her voice?
The wise, attaining, wisdom, and discipline
Listen and add to their learning
Worth more, than silver, yields more, than gold
Nothing you desire can compare with her
Those who, find her, through Christ, find life
All those who hate her love death
Why don't you open up your mind
Can't you hear wisdom's cry?"
98580,"bethzaida","nine worlds","Music: Svee/Krbl/III December '94
Lyrics: Hirsch August '94
Creeping upon my soul, the disease was blinding me
The vulture's shadow was out of reach
The carcass of hope I could not see
My spirit trapped by midnight, deeper down it sank
I gasped at the land of shadows
At last in death I found my rank
Nine worlds below Nivlhel I went
That is where the dead of Hel's domain are sent
In a dream I saw a dark figure, a black cloak was hiding her face
My empty eyes stared insane with fright
By death would I now be embraced
I thought I had found a sanctuary, could a mind so empty go insane?
But one fear trod on the heels of another
I was dying again and again"
58114,"clannad","the hunter","Hear a man with a wounded past
While walking on I overheard
He said he was right by being wrong
Hear a man with a wounded child
He lifted her and then she cried
He said he was right by being strong
He was right there all along
He said he was right by being wrong
He was right there all along
The Hunter
The Hunter
Nothing but his might
The Hunter
Nothing but a man
The Hunter"
282817,"douglas-dare","london s rose","What's above these walls
Empty land and empty Calls
Echos numb through these halls
The lying back can feel it all
Well its quite down here x3
Down here
Entire world under the street
Soiled air you can not breathe
lines and lines of shoe-less theives
One-hundred beds under one sheet
Well its hard down here x3
Down here
mmmmmh
mmmmmh
mmmmmh
White mosaic hairdos
With sign posts overgrown
Destination unknown
Was London's rose with London's rose
Were alive down here x3
down here
take us back up to the tall
take us back up
take us back up to the tall
take us back up
take us back up to the top
take us back up
take us back up to the top
take us back up"
79582,"delain","sleepwalkers dream live","Close your eyes
For the night is falling
Fear no dark for it's warm and safe
And looks familiar as it comes approaching
Come with me and I will take you
On a world beyond your sleep
Beyond what's real
In safety, a hidden sphere
Away from our daily reality
Truth lies out there, the truth lies out there.
As the innocent lay their heads down
As the night chants its luring call
Cross the borders of sense and foresight
Come with me and I will take you
You don't have to be afraid
A tear is only water
A sigh is only air
Whenever you feel haunted
The truth lies out there, the truth lies out there."
159745,"dottie-west","forever yours","Forever yours I'll always be please say that you'll give your sweet love to me
Forever yours my love will be I will take care of you say you love me
I started living the day I found you I love you with all my heart say you love me too
I will stay beside you and I will guide you forever yours please say that you're mine
Forever yours I'll always be...
I will take care of you say you love me"
122614,"candiria","the obvious destination","Downcast of shadows
The self denied
The self denied of hidden places
Lost passages
Pure volatile
Dripping from the cracks that keep you
Lost in parables
Convulsions of the epileptic kingdoms that bestow
Clean
Thorough
Antiseptic
Scrubbing deep into the bone
Condensing the marrow
Taste perfected
The cattle won't disown
The human man must be inspected
If I were to touch you
Would you wither in my arms?
And if I were to love you
Would you motion to disarm?
Sense of warning
Rigid from the petrified essence
Estimated measures
Celestial
In my presence
A stew of precious treasurers
Reaction from the casualties
That surround me slithering
A transparent excess suppressing
Pull the lever
Fall - infected - down
Miracles designed for success
All of us
Are you harvesting with the maggots?
Falling hard with dung on your breath
Infesting what is pure and damaged
Like swarms of locust feeding
Born first
Still in needing
Alert the dogs
Flee
An expert on penalty
Without vision the birds of the air will
Pick at your skull
Calloused
Clothed in darkness
Tragedies
Turn
Providing alternatives
Development
Additives
Sediments
Firm
Evolving
Supporting the process
Dedicated
Moments of silence
Quest of the new
Increasing the magnification of your velocity
Would this be considered growth
Through hypocrisy
Advancement
Merging with the contents of the universe
The focus of enhancement
Evacuate the premises that continue to revolve
Cluttering of arrangements that continue to dissolve
You
Accelerate
Beyond the surrounding borders
Maintain the order
Irradiation
The newest method of preservation
Radioactive
Spastic and down for the cause
Spoiled by mold
Nuclear turbines
Fuel injected outlawed
Newton's third law of motion"
273444,"the-faint","mirror error","Baby thinks he looks just like the face he makes in mirrors
Only once or twice a month does the mirror do him justice?
Every other time he looks a mess
He expects a lot from it but then barely notices
Baby knows we all create the world from in our skulls
Everything you think of is just as real as you make it
Now he only focuses on dreams
Can you make a thing exist just by focusing on it?
I've been around a mirror enough to know it's hard to change
We're like magicians when we dream
But we wake up and nothing's different
Cover up with jewelry or pierce all the parts youve got
If the packaging design can fix the contents
I might distort myself a bit, I doubt that I'm the only one
To hope that features smear, warp the face that's stuck to my skull
It's just a mask, peel the skin away and we'll trade
I'm not so attached to this face"
273030,"arckanum","fran marder","Iagh r n hghrest seidkarl
Sum m marders styker gangar
Iagh r n vise
bn viskiple demonen
uer herdhogher grafmaer
Iagh far orm til vibskipul
Iagh r n hghrest seidkarl
Sum fran marder gangar
Iagh tilost flakka um kring ir marders hrghkle
Hat a mot lif, frusen, blolyste, fylghislaghi, falla til fgha
Sva ren
Sum et trul iagh star m min kapa ok min staber
Inne ir min dinpe skogher, iagh sear min hrra Pan
Iagh pa kn mina sitia, mina hnder iagh nu reser
For min hren ok min t, iagh lata mit ble skapa dber til e...
Ir ener thkn af skipnadher iagh flakka
Ir ener drmber af et valdogher myrkr
Ener trnlfr iagh gangar in ir der
Ginom marderl lifets nor
Iagh unfgna ener hemeliker krapter
Noran, grymber ok kaldr
Iagh r n hghrest seidkarl
Sum fran marder gangar"
4419,"charlie-musselwhite","the neighborhood",""
169078,"dads","fake knees",""
12000,"defecation","2 3 pure",""
273046,"arckanum","ba rghet","Ok vinder koma, innan solen hunnit gma liusets straler
Sum ener stormber myrkr koma, sum ener fors lade t sik yvir os
Glmve solen ok lskade os, vir... e forna, e glmda"
176258,"cowboy-junkies","something more besides you","Something More Besides You
One foot stands before the crib
The other by the casket.
A question formed upon stilled lips
Is passed on but never asked.
I guess I believe that there's a point
In what we do.
But I ask myself is there
Something more besides you?
Two are born to cross
Their paths, their lives, their hearts.
If by chance one turns away
Are they forever lost?
I guess I believe that there's a point
To what we do.
But I ask myself is there
Something more besides you?
This morning I awoke,
The bed warm where it once was cold.
Small blessings laid upon us.
Small mysteries slowly unfold.
Yet I still wonder is there a point
To what we do?
'Cause I kind of doubt
That there is something more besides you.
Although it's hard to find the point
To what we do,
Do I dare believe that there is
Something more besides you?"
196315,"dark-age","fearing tomorrow","This distance will take time
And we are tired of dreaming awake
No place for us to shine
No one these days could now take
Will we learn from what tomorrow will be
Heal this fucking world from it's brutality
Frustration thrills every night
But what sense would it make to give up our fight...
Forever
Tired of tries
Sick of waking up with tears in my eyes
Never
I will not follow
I won't wake up because I am fearing tomorrow
Lost in a static motion
And elevating the abhorrent pretence
The guarantor for social erosion
Has become the most ghastly and massive offence
Heartless seem the days
Pretending to be something new
The bitter need for sensation
Has objected the fears of my whole generation..."
68313,"eddy-arnold","kentucky waltz","We were waltzin' that night in Kentucky
By that beautiful harvest moon
And I was a boy that was lucky
But it all ended too soon
As I sit here alone in the moonlight
I see your smiling face
And I long once more for your embrace
And that beautiful Kentucky Waltz
[ steel ]
We were waltzin' that night in Kentucky..."
300602,"freedy-johnston","introduction",""
