"id","genre"
161379,"Country"
325108,"Metal"
106741,"Folk"
31265,"Country"
52990,"Rock"
160460,"Rock"
324192,"Rock"
46754,"Country"
287280,"Metal"
265911,"Folk"
67892,"Country"
193499,"Rock"
331642,"Folk"
344996,"Country"
126600,"Country"
273245,"Rock"
247892,"Rock"
6304,"Metal"
291747,"Metal"
10325,"Rock"
170639,"Rock"
361947,"Rock"
176375,"Country"
231454,"Rock"
172947,"Country"
127443,"Rock"
86847,"Folk"
92892,"Rock"
39994,"Metal"
29830,"Country"
280545,"Metal"
117869,"Country"
57770,"Country"
105566,"Country"
321652,"Metal"
321919,"Country"
193870,"Folk"
94397,"Rock"
200521,"Metal"
88362,"Rock"
106754,"Country"
71271,"Metal"
171282,"Country"
216422,"Metal"
217796,"Folk"
118488,"Country"
193829,"Folk"
183598,"Country"
228024,"Rock"
203781,"Rock"
40319,"Country"
205214,"Rock"
231759,"Country"
175572,"Metal"
174210,"Country"
315399,"Metal"
208025,"Metal"
234536,"Rock"
146251,"Country"
325123,"Metal"
268366,"Metal"
116255,"Metal"
193814,"Folk"
341556,"Metal"
93306,"Country"
75571,"Rock"
34231,"Metal"
64119,"Rock"
171460,"Rock"
217930,"Metal"
146772,"Rock"
168855,"Metal"
160806,"Rock"
334068,"Country"
164474,"Metal"
226793,"Rock"
216755,"Country"
243126,"Country"
345148,"Metal"
76164,"Rock"
46630,"Country"
217750,"Folk"
127745,"Metal"
172977,"Country"
336453,"Rock"
154133,"Country"
38174,"Rock"
31524,"Country"
218421,"Folk"
218184,"Metal"
157731,"Country"
13498,"Rock"
58055,"Folk"
50642,"Rock"
56365,"Metal"
311866,"Country"
184273,"Rock"
311840,"Country"
218379,"Folk"
233578,"Metal"
7888,"Folk"
328594,"Rock"
305239,"Metal"
126777,"Rock"
113333,"Rock"
116260,"Metal"
40162,"Country"
321901,"Country"
215618,"Country"
205480,"Rock"
282222,"Metal"
325836,"Country"
68195,"Country"
245699,"Country"
81347,"Rock"
208563,"Rock"
137866,"Metal"
330502,"Rock"
102282,"Rock"
280044,"Folk"
257237,"Rock"
188834,"Metal"
227490,"Folk"
182433,"Metal"
89425,"Metal"
326669,"Rock"
3284,"Rock"
48095,"Folk"
188429,"Metal"
298336,"Country"
342186,"Rock"
36992,"Country"
79735,"Rock"
229789,"Metal"
120183,"Folk"
185275,"Rock"
233764,"Rock"
147278,"Rock"
93291,"Country"
146415,"Country"
119392,"Metal"
269656,"Rock"
22261,"Metal"
322006,"Country"
229924,"Rock"
287572,"Folk"
93276,"Country"
153930,"Rock"
131917,"Metal"
126685,"Country"
333507,"Country"
246263,"Metal"
159115,"Metal"
214527,"Rock"
321882,"Country"
117262,"Rock"
270588,"Country"
264352,"Country"
310146,"Country"
38904,"Metal"
90382,"Metal"
27764,"Metal"
287861,"Rock"
7920,"Folk"
38198,"Metal"
354773,"Metal"
103668,"Rock"
326426,"Country"
18505,"Folk"
83433,"Folk"
318579,"Country"
331592,"Folk"
218777,"Country"
150185,"Rock"
102982,"Country"
126548,"Country"
252340,"Country"
258490,"Rock"
111133,"Metal"
218380,"Folk"
324322,"Folk"
86490,"Metal"
54029,"Country"
58169,"Folk"
305240,"Metal"
248922,"Rock"
81407,"Rock"
300511,"Metal"
290874,"Metal"
26575,"Rock"
157281,"Rock"
69348,"Rock"
293258,"Rock"
65545,"Metal"
145683,"Rock"
129520,"Country"
260418,"Country"
130213,"Folk"
271817,"Metal"
202742,"Rock"
135074,"Country"
345815,"Metal"
179540,"Rock"
161316,"Country"
172241,"Rock"
5326,"Rock"
3847,"Country"
350431,"Rock"
217607,"Folk"
131873,"Metal"
247480,"Rock"
144659,"Metal"
333443,"Country"
238886,"Rock"
89333,"Folk"
85575,"Rock"
31872,"Country"
277852,"Metal"
114156,"Country"
87226,"Country"
339666,"Metal"
63568,"Rock"
237156,"Folk"
193863,"Folk"
156703,"Rock"
250327,"Rock"
93473,"Country"
262619,"Metal"
47755,"Rock"
88453,"Rock"
68233,"Country"
343909,"Rock"
97403,"Rock"
129565,"Country"
342396,"Folk"
133701,"Metal"
329633,"Metal"
115071,"Rock"
290301,"Metal"
169744,"Metal"
163724,"Country"
56914,"Metal"
127785,"Folk"
202997,"Metal"
129628,"Country"
362055,"Country"
114134,"Metal"
23374,"Rock"
24141,"Rock"
183533,"Metal"
285433,"Rock"
255023,"Country"
325675,"Country"
268432,"Metal"
68321,"Country"
325718,"Country"
187377,"Rock"
21560,"Metal"
46858,"Country"
29763,"Country"
73934,"Folk"
160624,"Metal"
1742,"Folk"
130646,"Folk"
78031,"Rock"
345710,"Country"
308302,"Metal"
251545,"Country"
245594,"Country"
1739,"Folk"
251463,"Country"
255694,"Rock"
155282,"Rock"
186771,"Folk"
252271,"Country"
18550,"Folk"
31212,"Country"
259250,"Metal"
134273,"Metal"
165354,"Metal"
266217,"Rock"
210163,"Rock"
18506,"Folk"
266195,"Folk"
34543,"Rock"
1365,"Country"
193846,"Folk"
91192,"Country"
323985,"Folk"
234028,"Folk"
207606,"Rock"
18468,"Folk"
169721,"Metal"
25544,"Folk"
57169,"Country"
16074,"Rock"
174227,"Country"
68287,"Country"
146331,"Country"
199958,"Country"
129531,"Country"
362080,"Country"
110259,"Country"
34660,"Metal"
80145,"Country"
125011,"Rock"
171251,"Metal"
294709,"Rock"
28642,"Folk"
130643,"Folk"
288657,"Folk"
263071,"Rock"
311847,"Country"
236685,"Metal"
58031,"Folk"
17056,"Folk"
213894,"Rock"
1813,"Metal"
238690,"Metal"
228364,"Rock"
159700,"Country"
125062,"Rock"
68190,"Country"
320460,"Rock"
214534,"Rock"
286588,"Metal"
119272,"Rock"
160754,"Rock"
176383,"Country"
276637,"Rock"
103958,"Rock"
60460,"Rock"
218396,"Folk"
26666,"Metal"
46876,"Country"
242872,"Rock"
53860,"Metal"
202455,"Folk"
181862,"Metal"
291800,"Country"
334307,"Rock"
308575,"Rock"
36225,"Rock"
330695,"Metal"
125130,"Rock"
42045,"Metal"
294002,"Folk"
93449,"Country"
27172,"Metal"
208347,"Metal"
262564,"Metal"
355344,"Metal"
57762,"Country"
137603,"Folk"
345308,"Folk"
255394,"Rock"
95329,"Rock"
257763,"Rock"
60558,"Rock"
103038,"Rock"
29502,"Country"
280984,"Rock"
1749,"Folk"
218383,"Folk"
127742,"Metal"
241270,"Rock"
168887,"Metal"
757,"Rock"
23724,"Rock"
326346,"Country"
310135,"Country"
218427,"Folk"
80607,"Metal"
168725,"Metal"
106750,"Folk"
290914,"Metal"
46647,"Country"
234012,"Folk"
56415,"Metal"
23926,"Rock"
31156,"Country"
51363,"Rock"
128389,"Rock"
310006,"Country"
618,"Country"
184887,"Metal"
82884,"Metal"
183630,"Country"
150031,"Metal"
16736,"Folk"
115382,"Country"
51170,"Country"
68332,"Country"
361028,"Rock"
232477,"Country"
320511,"Metal"
85750,"Rock"
123866,"Rock"
227810,"Rock"
213081,"Rock"
79605,"Metal"
305314,"Metal"
138216,"Metal"
85809,"Rock"
6348,"Metal"
18567,"Folk"
346511,"Folk"
66794,"Rock"
119763,"Metal"
271966,"Metal"
127757,"Metal"
345328,"Folk"
164035,"Metal"
3326,"Rock"
67752,"Country"
129446,"Country"
193861,"Folk"
233372,"Rock"
58150,"Folk"
98570,"Metal"
235670,"Metal"
331590,"Folk"
318626,"Country"
4709,"Rock"
57999,"Metal"
152160,"Country"
39568,"Rock"
202454,"Folk"
46800,"Country"
124942,"Rock"
170322,"Rock"
323979,"Folk"
63453,"Rock"
27253,"Rock"
18524,"Folk"
88041,"Metal"
349774,"Metal"
40401,"Country"
31418,"Country"
58144,"Folk"
115734,"Rock"
147253,"Metal"
316483,"Metal"
26495,"Country"
17610,"Metal"
322015,"Country"
223042,"Folk"
271015,"Rock"
346066,"Rock"
4568,"Folk"
207933,"Metal"
289493,"Rock"
191636,"Metal"
15512,"Folk"
217309,"Metal"
123960,"Rock"
277850,"Metal"
188420,"Folk"
109487,"Rock"
326495,"Country"
222014,"Rock"
17132,"Metal"
62332,"Rock"
89736,"Rock"
264086,"Rock"
157017,"Country"
235161,"Metal"
356652,"Rock"
247007,"Metal"
221099,"Rock"
87233,"Country"
1414,"Country"
193580,"Country"
265944,"Folk"
129642,"Country"
353041,"Metal"
271115,"Metal"
205586,"Rock"
318656,"Country"
271161,"Folk"
195653,"Rock"
88939,"Rock"
132007,"Metal"
318452,"Country"
129744,"Country"
318648,"Country"
345837,"Metal"
264599,"Folk"
140467,"Metal"
163748,"Country"
64986,"Rock"
326572,"Country"
160042,"Rock"
88117,"Rock"
31257,"Country"
251790,"Rock"
240086,"Metal"
90014,"Metal"
106409,"Folk"
129544,"Country"
219574,"Rock"
215474,"Metal"
315396,"Metal"
29513,"Country"
221107,"Rock"
216378,"Folk"
218793,"Folk"
233288,"Country"
176308,"Country"
179886,"Metal"
142442,"Metal"
300616,"Country"
235043,"Metal"
265931,"Folk"
1740,"Folk"
187442,"Country"
1710,"Folk"
176510,"Country"
135054,"Country"
311080,"Metal"
321915,"Country"
318510,"Country"
358573,"Rock"
196483,"Country"
311842,"Country"
326392,"Country"
302805,"Folk"
82860,"Metal"
18459,"Folk"
41846,"Rock"
195647,"Rock"
26541,"Rock"
210915,"Metal"
97338,"Rock"
321934,"Country"
32760,"Rock"
188462,"Rock"
274404,"Country"
266318,"Country"
100186,"Country"
118117,"Folk"
294450,"Metal"
271878,"Metal"
107667,"Rock"
262047,"Rock"
148173,"Rock"
140463,"Metal"
332308,"Rock"
289001,"Rock"
230171,"Rock"
103013,"Country"
159578,"Rock"
131905,"Metal"
129768,"Country"
40436,"Country"
251214,"Rock"
114159,"Country"
60457,"Folk"
9362,"Metal"
28633,"Folk"
289960,"Rock"
138943,"Country"
183335,"Rock"
218437,"Folk"
67831,"Country"
7546,"Metal"
271151,"Folk"
122097,"Folk"
179903,"Metal"
16680,"Folk"
31198,"Country"
20684,"Metal"
29603,"Country"
76967,"Rock"
312307,"Metal"
216363,"Folk"
130204,"Folk"
177482,"Folk"
38199,"Metal"
141065,"Rock"
276412,"Country"
99791,"Rock"
207558,"Rock"
109063,"Rock"
196148,"Rock"
212076,"Rock"
259120,"Country"
186448,"Country"
17708,"Metal"
122068,"Folk"
27876,"Country"
40368,"Country"
40428,"Country"
211773,"Country"
40199,"Country"
18454,"Folk"
132042,"Metal"
77450,"Rock"
351557,"Rock"
88863,"Country"
261431,"Rock"
251547,"Country"
314278,"Country"
13780,"Folk"
174520,"Metal"
307855,"Rock"
350349,"Rock"
286610,"Metal"
38055,"Metal"
10404,"Folk"
103108,"Folk"
193096,"Metal"
269372,"Metal"
65493,"Metal"
318586,"Country"
78455,"Metal"
31879,"Country"
79555,"Metal"
6960,"Folk"
310201,"Country"
286535,"Country"
118324,"Metal"
58033,"Folk"
196534,"Country"
226946,"Metal"
139204,"Country"
108302,"Rock"
204793,"Metal"
200649,"Metal"
336320,"Metal"
78076,"Metal"
328814,"Rock"
28634,"Folk"
328084,"Metal"
353071,"Metal"
122136,"Country"
196531,"Country"
167744,"Metal"
132948,"Country"
192411,"Rock"
86848,"Folk"
129535,"Country"
37012,"Country"
118122,"Folk"
314172,"Rock"
265905,"Folk"
84753,"Rock"
194200,"Country"
68059,"Country"
290310,"Metal"
188048,"Rock"
186772,"Folk"
21533,"Metal"
309969,"Country"
271437,"Country"
26539,"Rock"
131029,"Country"
146341,"Country"
119450,"Rock"
285430,"Rock"
270820,"Country"
87320,"Country"
348317,"Metal"
345200,"Metal"
288650,"Folk"
71095,"Metal"
307535,"Rock"
310364,"Metal"
312263,"Rock"
183111,"Country"
29835,"Country"
325858,"Metal"
236615,"Country"
163220,"Rock"
59591,"Folk"
123015,"Metal"
350726,"Metal"
31937,"Country"
341145,"Rock"
153154,"Rock"
58102,"Folk"
354564,"Rock"
80144,"Country"
87325,"Country"
325776,"Country"
322332,"Rock"
171085,"Metal"
289934,"Metal"
196477,"Country"
345750,"Country"
93900,"Rock"
68086,"Country"
257285,"Metal"
53194,"Country"
188982,"Rock"
335046,"Rock"
68212,"Country"
90567,"Country"
116740,"Folk"
80515,"Metal"
324323,"Folk"
334873,"Folk"
4648,"Metal"
19227,"Metal"
332304,"Rock"
84459,"Metal"
58211,"Folk"
47181,"Rock"
352176,"Folk"
345630,"Country"
16940,"Country"
120143,"Folk"
219327,"Rock"
292850,"Rock"
151749,"Rock"
335681,"Rock"
151110,"Metal"
40305,"Country"
93796,"Rock"
362105,"Country"
319657,"Metal"
265586,"Metal"
105618,"Country"
342781,"Rock"
122081,"Folk"
264596,"Folk"
129790,"Country"
280058,"Folk"
204993,"Metal"
314015,"Rock"
16682,"Folk"
18345,"Rock"
334653,"Rock"
299322,"Rock"
196987,"Rock"
315806,"Metal"
17705,"Metal"
168272,"Folk"
138996,"Country"
196442,"Country"
266204,"Folk"
4983,"Metal"
211636,"Metal"
285276,"Rock"
123347,"Rock"
45445,"Rock"
335537,"Metal"
146315,"Country"
18571,"Folk"
222472,"Rock"
229930,"Rock"
333552,"Country"
184470,"Rock"
276205,"Rock"
53996,"Country"
131910,"Metal"
146424,"Country"
319096,"Metal"
161678,"Rock"
250159,"Rock"
63686,"Country"
87313,"Country"
99725,"Country"
273574,"Country"
31270,"Country"
199948,"Country"
280989,"Rock"
103081,"Folk"
191587,"Metal"
163749,"Country"
334715,"Country"
332834,"Country"
253945,"Metal"
252019,"Metal"
33412,"Metal"
187670,"Rock"
28144,"Metal"
6547,"Metal"
249078,"Rock"
225479,"Folk"
64287,"Country"
179645,"Rock"
76744,"Country"
269310,"Metal"
204671,"Country"
135708,"Rock"
276750,"Country"
218417,"Folk"
229307,"Metal"
352181,"Folk"
27741,"Metal"
304775,"Folk"
90561,"Country"
31443,"Country"
275561,"Rock"
173492,"Folk"
241760,"Rock"
46812,"Country"
280040,"Folk"
44794,"Rock"
56353,"Metal"
31297,"Country"
104127,"Rock"
12703,"Metal"
57156,"Country"
315777,"Country"
196590,"Country"
11167,"Metal"
53855,"Metal"
35986,"Rock"
229730,"Metal"
128271,"Metal"
102965,"Country"
216834,"Country"
321238,"Metal"
333878,"Metal"
231773,"Metal"
311896,"Country"
246995,"Metal"
216366,"Folk"
293885,"Country"
163019,"Rock"
107011,"Country"
31274,"Country"
112042,"Country"
60027,"Country"
253313,"Rock"
287578,"Folk"
58110,"Folk"
90376,"Metal"
333886,"Folk"
246363,"Country"
310130,"Country"
211689,"Country"
255210,"Rock"
276726,"Country"
325713,"Country"
58123,"Folk"
67511,"Rock"
288678,"Metal"
188838,"Metal"
326359,"Country"
157563,"Country"
262622,"Metal"
211686,"Country"
3861,"Country"
183431,"Rock"
163165,"Rock"
237876,"Metal"
28587,"Folk"
252810,"Metal"
261584,"Metal"
284407,"Rock"
270405,"Rock"
28660,"Folk"
67975,"Country"
183123,"Country"
138690,"Metal"
141464,"Country"
350730,"Metal"
51246,"Country"
190970,"Rock"
244399,"Rock"
146229,"Country"
29527,"Country"
123036,"Metal"
330900,"Metal"
316890,"Folk"
294912,"Metal"
234088,"Metal"
12427,"Metal"
111323,"Folk"
54030,"Country"
147153,"Metal"
106745,"Folk"
254996,"Metal"
175911,"Rock"
60756,"Metal"
1654,"Rock"
304972,"Rock"
209899,"Folk"
160469,"Folk"
362035,"Country"
183627,"Country"
101928,"Metal"
52833,"Metal"
114130,"Metal"
304776,"Folk"
94448,"Metal"
220121,"Rock"
333892,"Folk"
21545,"Metal"
38202,"Metal"
82000,"Metal"
359457,"Folk"
89014,"Metal"
73709,"Rock"
38094,"Metal"
131649,"Rock"
284454,"Metal"
251522,"Country"
252342,"Country"
40578,"Metal"
271460,"Country"
309895,"Rock"
227469,"Rock"
221974,"Rock"
116722,"Folk"
277860,"Metal"
271294,"Rock"
153105,"Country"
64450,"Rock"
243636,"Country"
181369,"Rock"
80791,"Metal"
84462,"Rock"
193818,"Folk"
334884,"Folk"
126587,"Country"
243498,"Rock"
320635,"Metal"
223036,"Folk"
179882,"Metal"
206272,"Rock"
179912,"Metal"
39831,"Country"
16685,"Folk"
54010,"Country"
217102,"Rock"
308729,"Folk"
17060,"Folk"
293132,"Rock"
314358,"Rock"
200517,"Metal"
15302,"Rock"
189498,"Rock"
252087,"Metal"
260065,"Metal"
141596,"Country"
228859,"Rock"
21563,"Metal"
325846,"Country"
236380,"Rock"
58105,"Folk"
200166,"Metal"
348085,"Metal"
1712,"Folk"
54131,"Folk"
10673,"Metal"
236765,"Metal"
285317,"Rock"
76714,"Country"
46991,"Metal"
325786,"Country"
340637,"Rock"
160505,"Rock"
342393,"Folk"
46649,"Country"
10037,"Metal"
345580,"Country"
31377,"Country"
299754,"Metal"
167068,"Rock"
131208,"Country"
161387,"Country"
13589,"Metal"
280803,"Metal"
177779,"Rock"
186241,"Rock"
129721,"Country"
95208,"Country"
86019,"Metal"
156829,"Rock"
318430,"Country"
24941,"Country"
197062,"Metal"
174159,"Folk"
149520,"Rock"
351067,"Metal"
90958,"Rock"
267944,"Country"
204462,"Rock"
333490,"Country"
299753,"Metal"
140950,"Metal"
139032,"Country"
220249,"Country"
318531,"Country"
323236,"Rock"
4061,"Metal"
243807,"Metal"
104870,"Country"
37030,"Country"
262698,"Metal"
83230,"Metal"
240626,"Metal"
356689,"Rock"
32001,"Country"
99535,"Rock"
7878,"Folk"
67769,"Country"
60066,"Rock"
24626,"Rock"
26415,"Metal"
68253,"Country"
113120,"Metal"
320304,"Rock"
145552,"Rock"
304411,"Rock"
6964,"Folk"
186059,"Metal"
217744,"Folk"
40410,"Country"
54045,"Country"
177809,"Metal"
353058,"Metal"
11103,"Country"
326459,"Country"
193545,"Country"
217969,"Rock"
196025,"Country"
138246,"Rock"
271447,"Country"
80591,"Metal"
62119,"Metal"
132333,"Rock"
356265,"Rock"
298261,"Folk"
159702,"Country"
202449,"Folk"
207378,"Metal"
218797,"Folk"
24514,"Rock"
277245,"Metal"
54122,"Folk"
202806,"Metal"
237890,"Metal"
174657,"Folk"
281470,"Metal"
330494,"Rock"
35404,"Metal"
225318,"Rock"
151508,"Metal"
88897,"Rock"
109489,"Rock"
147267,"Metal"
122810,"Metal"
329388,"Rock"
245702,"Country"
164384,"Rock"
1082,"Rock"
143174,"Metal"
129579,"Country"
312013,"Country"
182210,"Country"
346171,"Country"
193871,"Folk"
58418,"Country"
316073,"Rock"
216846,"Country"
150078,"Metal"
81706,"Metal"
232525,"Metal"
27760,"Metal"
174056,"Metal"
190763,"Metal"
176211,"Country"
173249,"Metal"
81815,"Metal"
58109,"Folk"
124656,"Metal"
336228,"Folk"
82017,"Metal"
138467,"Metal"
347270,"Country"
308291,"Metal"
61318,"Metal"
120133,"Folk"
68685,"Country"
318679,"Country"
7535,"Metal"
168769,"Metal"
76753,"Country"
245575,"Country"
24202,"Metal"
315263,"Country"
78469,"Metal"
305189,"Rock"
106425,"Folk"
190762,"Metal"
10421,"Folk"
334668,"Folk"
59595,"Folk"
115764,"Country"
293883,"Country"
310691,"Rock"
280782,"Metal"
68090,"Country"
124898,"Rock"
58239,"Metal"
277836,"Metal"
280004,"Folk"
2106,"Rock"
183631,"Country"
111125,"Metal"
174509,"Country"
261897,"Metal"
200013,"Country"
111142,"Metal"
228714,"Metal"
116742,"Folk"
151087,"Folk"
179151,"Rock"
141444,"Country"
67775,"Country"
16943,"Country"
188810,"Country"
236601,"Country"
174508,"Country"
176266,"Country"
61064,"Folk"
258345,"Metal"
271108,"Rock"
236614,"Country"
187463,"Country"
233579,"Metal"
40419,"Country"
56458,"Rock"
99331,"Metal"
176280,"Country"
235860,"Rock"
223056,"Folk"
211634,"Metal"
335014,"Folk"
294288,"Rock"
352179,"Folk"
17677,"Metal"
132875,"Folk"
148354,"Rock"
270710,"Country"
308440,"Rock"
127807,"Folk"
311622,"Metal"
308717,"Folk"
120126,"Folk"
246024,"Metal"
231581,"Rock"
265472,"Metal"
133953,"Rock"
356523,"Rock"
135446,"Rock"
276745,"Country"
200653,"Metal"
141469,"Country"
16683,"Folk"
166937,"Metal"
73935,"Folk"
81721,"Metal"
270807,"Country"
188363,"Metal"
137618,"Folk"
145254,"Rock"
246933,"Rock"
68276,"Country"
104788,"Country"
244079,"Metal"
271701,"Metal"
65540,"Metal"
147255,"Metal"
69141,"Rock"
142685,"Country"
15548,"Rock"
253791,"Metal"
5846,"Rock"
131113,"Country"
169229,"Rock"
218482,"Folk"
65163,"Metal"
273040,"Metal"
353069,"Metal"
173393,"Country"
299450,"Metal"
333427,"Metal"
233717,"Rock"
294925,"Metal"
264502,"Rock"
310240,"Country"
18572,"Folk"
173259,"Metal"
88484,"Rock"
270549,"Country"
276132,"Rock"
206369,"Rock"
54052,"Country"
345162,"Metal"
151141,"Metal"
46587,"Country"
223008,"Metal"
46721,"Country"
347350,"Country"
98563,"Metal"
215458,"Metal"
276735,"Country"
156708,"Rock"
136185,"Rock"
129908,"Country"
155895,"Metal"
319543,"Rock"
119530,"Metal"
89348,"Folk"
83231,"Metal"
2596,"Metal"
7902,"Folk"
331626,"Folk"
37134,"Rock"
87331,"Country"
23042,"Metal"
90029,"Metal"
137612,"Folk"
4105,"Metal"
91118,"Country"
171126,"Country"
34965,"Rock"
323293,"Rock"
263103,"Metal"
329810,"Rock"
139541,"Country"
189452,"Rock"
263126,"Country"
178184,"Rock"
195477,"Metal"
91173,"Folk"
226320,"Metal"
268678,"Rock"
235749,"Metal"
352163,"Country"
218434,"Folk"
233726,"Rock"
176955,"Folk"
62811,"Rock"
119772,"Metal"
85647,"Metal"
281460,"Metal"
64236,"Country"
305746,"Rock"
196544,"Country"
261824,"Metal"
150381,"Rock"
166252,"Metal"
211459,"Rock"
61796,"Rock"
168865,"Metal"
143826,"Rock"
15655,"Rock"
173505,"Folk"
51184,"Country"
349992,"Rock"
196415,"Country"
138701,"Metal"
114859,"Rock"
277813,"Metal"
174403,"Country"
145580,"Metal"
95999,"Rock"
320641,"Country"
142676,"Country"
237127,"Metal"
201999,"Rock"
160471,"Folk"
61340,"Metal"
50652,"Rock"
175513,"Country"
270750,"Country"
204784,"Metal"
123929,"Rock"
16664,"Folk"
245519,"Country"
263859,"Rock"
276997,"Metal"
258291,"Metal"
111922,"Country"
234033,"Folk"
206294,"Rock"
68047,"Country"
193815,"Folk"
146872,"Rock"
203793,"Rock"
293837,"Country"
180346,"Metal"
106731,"Folk"
270657,"Country"
243237,"Metal"
290221,"Rock"
115350,"Country"
340782,"Metal"
278413,"Rock"
290745,"Country"
149400,"Rock"
336141,"Metal"
68011,"Country"
179923,"Metal"
246982,"Metal"
260741,"Country"
362110,"Country"
103102,"Folk"
223753,"Metal"
44463,"Metal"
332737,"Metal"
223342,"Metal"
91993,"Metal"
148303,"Country"
146495,"Country"
325834,"Country"
29783,"Country"
302832,"Folk"
355186,"Rock"
351324,"Rock"
168274,"Folk"
